val_loss,val_mean_absolute_percentage_error,loss,mean_absolute_percentage_error
0.3853404278873552,113.50354534176225,0.6020489388608559,51197.00399688219
0.14367596736402377,65.31390302401063,0.2509513398994917,17557.558019613123
0.036996151710338626,42.246426629681956,0.08016435764827388,52180.45614442765
0.014791727515188514,34.16387433532282,0.022862149385104304,55729.629698334764
0.01204922256978057,28.18906989672505,0.01361802840020214,53829.22613703657
0.010506985035348446,23.869759742249833,0.010520637968431936,42844.26569061365
0.0094472033546326,21.24647793871291,0.009187978689569588,38723.052615915614
0.008911697907333678,19.76644667496918,0.008416498171045212,28723.933275292602
0.008742727682734212,20.401183892649115,0.00814092861224755,23949.944747262896
0.008288706051753768,19.162867417572237,0.007863399419943299,21094.422917923555
0.008297075748654967,18.447111887289278,0.007712473696063637,19732.246394017406
0.007988220120364048,18.311504580450396,0.007573361894714885,13753.75303414494
0.007831014005850392,18.265305120048794,0.007461994396558127,16096.977349055807
0.007748219673356689,18.31565801471683,0.007331940711106789,11473.965384292032
0.007488110928353688,17.812906102931247,0.007270725842476236,9750.383931617751
0.007455697369015386,17.846625415991383,0.007227741377369031,12221.778851548637
0.007368744502887659,17.710690478061107,0.007146720865273102,12397.761317763616
0.0072710098209956015,17.250510114304564,0.007158490714189507,11962.157308612692
0.007242048978277132,17.3207942069845,0.007079904043520281,13760.408716638542
0.007297454616517251,16.99101273556973,0.0070950527298676465,9481.007914496484
0.007242644066981813,17.618733318139476,0.0070270659256939415,11723.72625968329
0.007070212562218414,17.057941693786187,0.0070927529046113675,11464.372227644893
0.007365855117533224,16.88270311829046,0.007004978601759189,13257.842380698956
0.007022848504707746,17.213253995205495,0.007016732930952003,11970.007221710695
0.007032795138789196,16.928039483144772,0.007054393442725463,12461.76010569094
0.00699685008681201,16.856837144134737,0.00699959078655454,8729.818484164192
0.006969070824933179,16.85875595038664,0.006990848574961327,9111.495823276278
0.006954460787910519,16.935926586178176,0.006968046277782333,10242.76569269342
0.00733873817462025,17.892828393489758,0.006989451008544435,11121.994671285442
0.006930463300053532,17.014063219652108,0.006945447288286588,10604.089698926166
0.006939744920278272,17.10021320640618,0.006930237905417009,11008.346995999575
0.007079713006920003,17.29833291777482,0.007001687255247921,12080.497126034583
0.007074673617166196,16.632036182051856,0.006907741416198385,12359.219960923421
0.006922122130685664,16.71033361448464,0.00700177154046277,9741.27769432524
0.006979683513178471,16.63464504268998,0.006929730816278433,12874.899499571853
0.0069699771107828365,17.22897920540884,0.006966720940005959,14372.24704353267
0.0068488019544974705,16.828789406634392,0.006869933858088005,10872.789719631122
0.006894094724181696,16.858701503023187,0.006917909152846161,13648.947633948485
0.0069375896152663735,17.11755065376877,0.006978119312979345,10058.242076247496
0.006913731429488101,16.9501981667593,0.006934359488430578,12635.495763458777
0.006870541655531167,16.89128442858973,0.006895295785775504,12505.610271973266
0.006819755357445766,16.82551866896609,0.006941770112958135,9711.390766209348
0.0068906878405217585,17.195342733504923,0.006948284491886888,9886.059939102668
0.006868779586614869,16.711546999342897,0.006896029333286558,13207.537086051481
0.006837875053867804,16.7996294413898,0.006909567989905768,10214.232192434569
0.006860638143005946,16.7995445305574,0.006916547599424276,14176.667704213498
0.006970123698314031,17.22512127490754,0.006903559577449194,11934.978692340816
0.006941868269697149,17.20238654495131,0.0069091759283244495,10817.370671989403
