val_loss,val_mean_absolute_percentage_error,loss,mean_absolute_percentage_error
0.01328903578010434,1504754.7088191526,0.023370415498326864,52.86236504578617
0.012710865151057852,1451601.4906407078,0.01668843067764991,39.308331349557754
0.012801858497426865,1320544.349475617,0.0157924379334466,37.819684878988056
0.012019793271807069,1442699.294490246,0.015211783519636061,36.583184441390834
0.011070963193444496,1369788.182118842,0.014670176743253159,35.83019365033508
0.010197584636192372,1280120.4967859418,0.013493544903928591,33.87502895578948
0.009448285293864442,1186497.1077709063,0.012699880272979427,32.68337023610003
0.009731183971232134,978801.9241848938,0.01182208448957386,31.050247366944042
0.008144349236279092,889251.3860944653,0.011056307466686061,29.392393055895525
0.007927040800663596,872499.5836392937,0.010383655739823605,27.573002919627072
0.007779273805571786,789832.378322953,0.009863818184008872,26.581036704843243
0.006934635380798197,677430.1731346482,0.009494031340420959,25.824017168828075
0.006539880588703545,613449.9218300083,0.008978169504657449,24.787499551413262
0.007893079429442156,694051.9932855647,0.00862460058853225,23.733292495932737
0.006870015570563628,401241.05546078784,0.008008763852306922,23.166036517485605
0.006514898867920992,529656.6287781871,0.007959788714402985,22.439352685317736
0.005653124527199894,494870.02060644,0.007766013832461558,21.993044773767277
0.005399103814749219,457912.6647609007,0.00741910936274706,21.213516351488217
0.006233372903884726,364321.44309229206,0.007277018235433467,20.77146427694612
0.00563440079873441,391440.3510631805,0.007304178573452785,20.670921340645986
0.006982965242936678,446599.5013779038,0.007219941338414982,20.445526646018074
0.005620749766363743,410335.6330109048,0.007306173024403379,20.746394107178784
0.005460074627177513,403314.88074749074,0.0071988828942252045,20.356783235255666
0.005708617111998247,374260.8577006726,0.007119848979459599,20.26538714785428
0.005391010198847833,407492.81861071213,0.007166944577424416,20.13836796460955
0.005558936268830976,347704.4003456738,0.007117496845150644,20.325694705106716
0.005645647073653361,343411.5462087807,0.007134356346018933,20.16972223537646
0.005564835160336596,340103.7760571148,0.007211884143276973,20.334923553609297
0.00568300585348344,432995.4430794547,0.007061125080215651,19.743249170006234
0.00553738881655513,404353.4027596738,0.00709467984145931,20.185922962540694
0.005954144991511571,374623.46235025016,0.007004970230640851,19.92173344794164
0.005405165591931089,390454.90882067307,0.007074632927348164,19.98621594554059
0.005422660714372042,341228.48012629297,0.007069989051189737,20.022060918683298
0.005481997210902314,355019.429919439,0.007011565571142236,19.765439722847038
0.005559953547195129,322976.51999658893,0.00697927550768614,19.76537065217421
0.005399740954979937,395189.4224267513,0.006988389793780643,19.592288530625467
0.005516100456898517,359764.1333384818,0.007033953207990639,19.94355092281987
0.005756126260979378,373651.9825639116,0.0069257157674176865,19.60492720334976
0.005420648608462396,344765.82974807255,0.0070168332473003,19.87538361861094
0.005729365324376957,293612.3365215816,0.00699534760314942,19.825373368517962
0.005354860840457763,377994.99420831556,0.006940212541530838,19.53547201915423
0.005587366835630321,303587.83648550423,0.00691810103173677,19.805355890678033
0.00538928395943016,384448.24750432227,0.006993908614621574,19.646395655857525
0.005425952814175939,324565.55892826646,0.007008929756568479,19.87930436431805
0.005687138072300887,304427.7602219142,0.006930300488241426,19.660362656186845
0.005447978342070859,321230.34443151864,0.006972541251742699,19.717667974016763
0.005525602371240339,328718.71582965984,0.006903147947656872,19.54925498848403
0.00550426137864801,305389.4141026761,0.006972713964940131,19.71479721482583
0.005364282340709622,363792.7471001943,0.006949023937658283,19.481349993518005
0.005409086390616412,341115.18947714946,0.00694969557257015,19.636250867476694
0.005750093628909994,333766.47519031825,0.006983492454548002,19.656592024588345
0.005853371595607159,325549.59084497276,0.006918397508206755,19.587449926291555
0.005432692306869207,332476.575135833,0.0069155703044086305,19.57364022201863
0.005615013704390813,314495.951032138,0.006887655597539159,19.586394720038328
0.005549409905620289,300262.62727782066,0.006878199474312029,19.57848299800971
0.0054953232942584985,324575.05480502517,0.00689394305678287,19.463483584563946
0.0053858341754856685,320180.92717312754,0.006914806845161311,19.60602331108062
0.005393969344226181,325691.3175120117,0.006905953133347255,19.5032390235385
0.005506465290772154,320107.2455664966,0.0069281718922242505,19.571509254749113
0.005355010733853841,333228.7668302549,0.00686974528735816,19.484063433140214
0.00549148685292255,309935.29839197797,0.006855183851035075,19.442236143303845
0.0053588108668196285,327012.4209583228,0.006966522191524183,19.65649671166256
0.005397820680118199,298898.6458555451,0.006885044793516598,19.583617504292295
0.005371079568797392,325778.8691629315,0.006852698986212242,19.332406183655333
0.00537130433788642,324521.43530841585,0.0068583313191673476,19.307223366675736
0.005496907371578487,315123.6763048375,0.006827622338249962,19.485070625436276
0.005368604100183815,322586.89117503335,0.006867784668256932,19.43438269693904
0.005467487479302477,367215.29175840877,0.006836656263939337,19.375218525011235
0.005496699442254736,350549.5214579156,0.006851557714932103,19.48866677382209
0.005404681452807594,329757.9340050474,0.0068834030108027465,19.458325526052594
0.0055326142592738705,290734.6893762359,0.006877729280263486,19.63624827114557
0.00558216014467444,341328.7456399363,0.006845240783173177,19.2210682907076
0.005371304740799023,304151.174806419,0.00683032942613671,19.505927017120715
0.005391479763763805,307589.0223714003,0.0068663074591482,19.40420825275682
0.005428720840272751,306573.0817829294,0.006816405889069885,19.254885469393184
