val_loss,val_mean_absolute_error,loss,mean_absolute_error
0.03366722911596298,0.13617289066314697,0.0394094779262554,0.16111447992959488
0.026323944330215454,0.11751740425825119,0.03285383722263315,0.1367239209837571
0.019637295976281166,0.10608426481485367,0.02510480726855172,0.11872235861978767
0.0174120981246233,0.10316780209541321,0.020853925772774767,0.10855733976206874
0.016174744814634323,0.09427528828382492,0.019345719648088528,0.10447444393792057
0.015949897468090057,0.09196647256612778,0.01850732457379781,0.1011054581042173
0.015669455751776695,0.09591864049434662,0.01821187364312659,0.10002355292457012
0.015201268717646599,0.09043115377426147,0.017931260541520215,0.09896317743054549
0.014797190204262733,0.09057433158159256,0.017021239240455264,0.09634833955792853
0.014536019414663315,0.09256656467914581,0.01686584598464876,0.09624488865879877
0.01491005439311266,0.09609189629554749,0.016601529503317967,0.09603369181583009
0.013792878948152065,0.08682762086391449,0.016285859271050272,0.09536946324458251
0.014380652457475662,0.08463340252637863,0.01592536678360018,0.09356625971370086
0.013756831176578999,0.08899909257888794,0.015131855922124762,0.09110829449128206
0.013900171965360641,0.09111369401216507,0.01498020348633838,0.09107555489377223
0.01337240170687437,0.08709395676851273,0.014480005592125325,0.0894067488935446
0.01373814046382904,0.08237461000680923,0.014027426712592302,0.08838006973407013
0.01405422668904066,0.08341038972139359,0.013535439202428145,0.08732256199396682
0.013265689834952354,0.08188066631555557,0.013094455536862986,0.0851937165249082
0.013432738371193409,0.0821806862950325,0.012902402543891725,0.08496594364953407
0.013168652541935444,0.08329428732395172,0.012653998670785812,0.0838733025606024
0.01300820242613554,0.08105143159627914,0.012849454604554373,0.08421555794205064
0.013680786825716496,0.08367665112018585,0.012228516550258558,0.08245709133021822
0.01276005432009697,0.08047358691692352,0.01193394757219282,0.08059578822449605
0.012568925507366657,0.0805082693696022,0.011765127730620554,0.08031264531071812
0.012403858825564384,0.08062359690666199,0.011495141932264726,0.07968445429391939
0.011986765079200268,0.07839339226484299,0.011650803539511452,0.08048117686462346
0.011745858006179333,0.077890545129776,0.011316484689396599,0.07870462315663854
0.012339144013822079,0.08151201158761978,0.01115139965428691,0.0786311708750517
0.012297496199607849,0.078362375497818,0.011142295912496122,0.07891976046162022
0.013594594784080982,0.08573375642299652,0.01062577428434426,0.07727393735248433
0.01178555004298687,0.07894213497638702,0.01077577073535102,0.07743891268898376
0.01145308930426836,0.07644057273864746,0.010695669717770794,0.07718956098399257
0.010899699293076992,0.07339811325073242,0.010065072318111207,0.07517860672744901
0.010721503756940365,0.07357463240623474,0.01026601516131588,0.07507646695499004
0.011203686706721783,0.07473994046449661,0.010502676318264681,0.07622516385166608
0.010180422104895115,0.0716644823551178,0.009982391892415685,0.07404209396969724
0.011278994381427765,0.07636964321136475,0.009897050259084177,0.07415978847459853
0.01033481303602457,0.07164299488067627,0.009746636764241824,0.07367301634452508
0.01003660261631012,0.07064612954854965,0.009713688906988632,0.073707347386928
0.009962630458176136,0.07013542205095291,0.00988155328180505,0.07404602529180485
0.011034552939236164,0.07407733798027039,0.009961024674864484,0.0751548700289114
0.011023608036339283,0.07515227794647217,0.009778688247101678,0.07417124962638208
0.009854285046458244,0.06980837136507034,0.009724739819405286,0.07383561371282638
0.010147659108042717,0.07041943073272705,0.009406923674029441,0.07198426144107632
0.010471104644238949,0.0717247873544693,0.009405769826241004,0.0725018856092603
0.010484998114407063,0.07165206223726273,0.009598401178758332,0.0732961182073373
0.00943512748926878,0.06807097047567368,0.009581876963649046,0.07293121724688964
0.011418472044169903,0.07468647509813309,0.009717062665248296,0.07307413772397946
0.00969946850091219,0.06889066100120544,0.009713366545420864,0.07302253924143469
0.010193862952291965,0.07042481750249863,0.009352259492574016,0.07226737570215029
0.010060177184641361,0.0700392872095108,0.009612663983048168,0.07278608883982272
0.009606712497770786,0.06824231892824173,0.009578744567123333,0.07230316026156025
0.00962479505687952,0.06860603392124176,0.009424023537537867,0.07228619329745413
0.01177049521356821,0.07773525267839432,0.009307521097011013,0.07173168021215848
0.009458131156861782,0.06828983873128891,0.009646896492290552,0.0729725621860075
0.010200790129601955,0.0714275985956192,0.009322396305129722,0.07186154900085799
0.009253865107893944,0.06722859293222427,0.009224920905468321,0.07119234256420034
0.010036195628345013,0.07026315480470657,0.009527701602588343,0.07247114184590055
0.010041690431535244,0.07014068216085434,0.009599484990321283,0.0724663546372499
0.00937021803110838,0.06725437939167023,0.009138759581023307,0.07127900626093535
0.012433282099664211,0.08035179227590561,0.009442564464219186,0.07206669068940257
0.010483921505510807,0.07110864669084549,0.00936536489162063,0.07215371605961006
0.010668640024960041,0.07169022411108017,0.009238812602942346,0.07117500638828402
0.012822374701499939,0.0803271159529686,0.009505077298111925,0.07246692187303087
0.010181721299886703,0.07076898217201233,0.0093113699164439,0.07097154225631934
0.010881521739065647,0.07234030961990356,0.00913672441412619,0.07098735413471297
0.010338043794035912,0.07059786468744278,0.009386792291916723,0.07158651471453926
0.010102450847625732,0.07072018086910248,0.009175249954600005,0.07128265005118434
0.01122149359434843,0.07366392761468887,0.008974491178691035,0.07010056015248854
0.011691837571561337,0.07556535303592682,0.009306729041715674,0.07169152988456584
0.010139623656868935,0.0698757916688919,0.009333082275120684,0.07163075498086965
0.010432318784296513,0.0720285102725029,0.00915653574487767,0.07100835815510845
0.009622132405638695,0.06795807927846909,0.009181912823879677,0.07101368902358626
0.00929788127541542,0.06707840412855148,0.009107411624611442,0.07074326182879043
0.00968007929623127,0.06831055879592896,0.009281762767017098,0.0716804151803922
0.011155795305967331,0.07311451435089111,0.009259132608591422,0.07092820122416786
0.010480894707143307,0.07110697776079178,0.00904904721739172,0.07037047355559746
0.009750017896294594,0.06847354024648666,0.009372583179086342,0.07140166936409346
0.01033377181738615,0.07062464952468872,0.009135564346002465,0.07096248100762935
0.00913455244153738,0.06874483078718185,0.009057011891889207,0.07065824004168786
0.011479398235678673,0.07652461528778076,0.009160442382000712,0.07107344046849384
0.010298630222678185,0.0712844729423523,0.009251644145982566,0.07110971658193321
0.010611733421683311,0.0725937932729721,0.009225203216874487,0.07086629743465125
0.009390034712851048,0.06709666550159454,0.008913071386217719,0.0694356676634265
0.009718149900436401,0.06810829043388367,0.009241021134055826,0.07080666145180364
0.010710603557527065,0.0729256123304367,0.008833376796053914,0.0694071678938377
0.010613257065415382,0.0715889260172844,0.009034326350485337,0.0706490436206858
0.009919199161231518,0.06911417096853256,0.008950372739915502,0.0700416848396946
0.010803031735122204,0.07270737737417221,0.009314374450826743,0.07093286513404655
0.009586415253579617,0.06801899522542953,0.009112600312821646,0.07093692476147055
0.011199742555618286,0.0750410333275795,0.00901101458953744,0.0702837795563244
0.00965604092925787,0.06838783621788025,0.009072435842070058,0.07091352018857873
